Run!	Spring!
Stop calling me Tom.	Sluta kalla mig för Tom.
Stop picking on Tom.	Sluta anmärka på Tom.
Stop picking on Tom.	Sluta hacka på Tom.
Take a few days off.	Ta några dagar ledigt.
Take a look at that.	Ta en titt på det där.
Take off your shoes.	Ta av dig skorna.
Take off your shoes.	Ta av er skorna.
Tell Tom I love him.	Säg till Tom att jag älskar honom.
Tell Tom I love him.	Berätta för Tom att jag älskar honom.
Tell them the truth.	Berätta sanningen för dem.
Thanks for the info.	Tack för informationen.
That sounds logical.	Det låter logiskt.
That was a good day.	Det var en bra dag.
That's fine with me.	Det är okej med mig.
That's how I did it.	Det var så jag gjorde det.
That's how I see it.	Det är så jag ser det.
That's how we do it.	Det är så vi gör det.
That's how we do it.	Det är så vi brukar göra.
The bus may be late.	Bussen blir kanske sen.
The dog ate my shoe.	Hunden åt upp min sko.
The dog followed me.	Hunden följde efter mig.
The dog is bleeding.	Hunden blöder.
The end is in sight.	Slutet är i sikte.
The garage is dusty.	Garaget är dammigt.
The girl is jumping.	Flickan hoppar.
The house is a mess.	Huset är jättestökigt.
The idea is not new.	Tanken är inte ny.
The idea is not new.	Idén är inte ny.
The lake was frozen.	Sjön låg frusen.
The lake was frozen.	Sjön var tillfrusen.
The ship is sinking.	Skeppet sjunker.
The socks smell bad.	Strumporna luktar illa.
The view is amazing.	Utsikten är fantastisk.
There must be a way.	Det måste finnas ett sätt.
There's a condition.	Det finns ett villkor.
There's no elevator.	Det finns ingen hiss.
These are the rules.	Dessa är reglerna.
They are Christians.	De är kristna.
They believe in God.	De tror på Gud.
They cannot stop us.	De kan inte stoppa oss.
They look horrified.	De såg förskräckta ut.
They started firing.	De började skjuta.
They'll get over it.	De kommer över det.
They'll get over it.	De kommer nog över det.
Things have changed.	Saker har förändrats.
This is a big house.	Det här är ett stort hus.
This is a bit scary.	Det här är lite läskigt.
This is a gold mine.	Det här är en guldgruva.
This is a good show.	Det här är en bra föreställning.
This is a good show.	Det här är en bra show.
This is a good spot.	Det här är en bra plats.
This is a long list.	Det här är en lång lista.
This is a nice spot.	Det här är en trevlig plats.
This is a sick joke.	Det här är ett sjukt skämt.
This is an old rule.	Det här är en gammal regel.
This is easy for me.	Det här är lätt för mig.
This is their house.	Detta är deras hus.
This is very creepy.	Det här är väldigt läskigt.
This must be a joke.	Det här måste vara ett skämt.
This one is special.	Den här är speciell.
This should be easy.	Det här borde vara enkelt.
This was a bad idea.	Det här var en dålig idé.
This will do nicely.	Den här duger fint.
Those are my orders.	Det är mina order.
Those are my things.	Det där är mina saker.
Those are the risks.	Det är riskerna.
Those are the rules.	Det är reglerna.
Those are the rules.	Sådana är reglerna.
Time seemed to stop.	Tiden verkade stanna.
Tom brought flowers.	Tom hade med sig blommor.
Tom can drive a car.	Tom kan köra bil.
Tom eats like a pig.	Tom äter som en gris.
Tom got embarrassed.	Tom blev förlägen.
Tom got embarrassed.	Tom blev generad.
Tom grabbed his bag.	Tom högg tag i sin väska.
Tom grabbed his bag.	Tom grep tag i sin väska.
Tom grabbed his bag.	Tom ryckte till sig sin väska.
Tom had a bad dream.	Tom hade en mardröm.
Tom had a lot to do.	Tom hade mycket att göra.
Tom heard footsteps.	Tom hörde fotsteg.
Tom held Mary tight.	Tom höll Mary tätt.
Tom helped us a lot.	Tom hjälpte oss mycket.
Tom hung up on Mary.	Tom la på i örat på Mary.
Tom hung up on Mary.	Tom lade på i örat på Mary.
Tom injured himself.	Tom skadade sig.
Tom is a bright guy.	Tom är en smart kille.
Tom is a little odd.	Tom är lite udda.
Tom is a slow eater.	Tom äter långsamt.
Tom is affectionate.	Tom är tillgiven.
Tom is affectionate.	Tom är kärleksfull.
Tom is already home.	Tom är redan hemma.
Tom is back in town.	Tom är tillbaka i stan.
Tom is barely alive.	Tom är knappt vid liv.
Tom is cantankerous.	Tom är grälsjuk.
Tom is disappointed.	Tom är besviken.
Tom is discontented.	Tom är missnöjd.
Tom is discontented.	Tom är missbelåten.
Tom is ignoring you.	Tom ignorerar dig.
Tom is in the attic.	Tom är uppe på vinden.
Tom is lying in bed.	Tom ligger i sängen.
Tom is multilingual.	Tom är flerspråkig.
Tom is really sorry.	Tom är verkligen ledsen.
Tom is right-handed.	Tom är högerhänt.
Tom is still asleep.	Tom sover fortfarande.
Tom is still crying.	Tom gråter fortfarande.
Tom is still single.	Tom är fortfarande singel.
Tom is their leader.	Tom är deras ledare.
Tom is too far away.	Tom är för långt borta.
Tom isn't a tourist.	Tom är ingen turist.
Tom isn't a tourist.	Tom är inte turist.
Tom isn't breathing.	Tom andas inte.
Tom isn't in charge.	Det är inte Tom som bestämmer.
Tom kept my lighter.	Tom behöll min tändare.
Tom kept on walking.	Tom gick vidare.
Tom kept on walking.	Tom fortsatte gå.
Tom laughed at Mary.	Tom skrattade åt Mary.
Tom liked that idea.	Tom gillade den idén.
Tom liked that idea.	Tom tyckte om den idén.
Tom likes spaghetti.	Tom tycker om spagetti.
Tom likes spaghetti.	Tom gillar spagetti.
Tom likes traveling.	Tom tycker om att resa.
Tom lives on a boat.	Tom bor på en båt.
Tom looked appalled.	Tom såg skräckslagen ut.
Tom looked relieved.	Tom ser lättad ut.
Tom looks different.	Tom ser annorlunda ut.
Tom looks disgusted.	Tom ser äcklad ut.
Tom looks exhausted.	Tom ser utmattad ut.
Tom looks exhausted.	Tom ser utpumpad ut.
Tom looks exhausted.	Tom ser slut ut.
Tom made a decision.	Tom tog ett beslut.
Tom made a decision.	Tom fattade ett beslut.
Tom made his choice.	Tom valde.
Tom made his choice.	Tom gjorde sitt val.
Tom made me do that.	Tom fick mig att göra det.
Tom must be stopped.	Tom måste stoppas.
Tom needed the cash.	Tom behövde pengar.
Tom needed the cash.	Tom behövde kontanter.
Tom never came back.	Tom kom aldrig tillbaka.
Tom nodded silently.	Tom nickade tyst.
Tom opened the door.	Tom öppnade dörren.
Tom owns this place.	Tom äger den här bostaden.
Tom refuses to talk.	Tom vägrar att prata.
Tom rolled his eyes.	Tom rullade med ögonen.
Tom rolled his eyes.	Tom himlade med ögonen.
Tom sat on the curb.	Tom satt på trottoarkanten.
Tom told us to wait.	Tom sade åt oss att vänta.
Tom was turned down.	Tom blev avvisad.
Tom was turned down.	Tom fick avslag.
Tom was turned down.	Tom fick nej.
Tom was turned down.	Tom fick korgen.
Tom's a likable guy.	Tom är en sympatisk kille.
Turn down the radio.	Sänk volymen på radion.
Wait in the car, OK?	Vänta i bilen, okej?
We all have a price.	Vi har alla ett pris.
We are having lunch.	Vi äter lunch.
We can deal with it.	Vi kan ta itu med det.
We can get you help.	Vi kan skaffa hjälp åt dig.
We can help Tom now.	Vi kan hjälpa Tom nu.
We can make it work.	Vi kan få det att fungera.
We could use a hand.	Vi kunde behöva lite hjälp.
We did it in school.	Vi gjorde det i skolan.
We did write to you.	Vi skrev faktiskt till dig.
We don't have a car.	Vi har ingen bil.
We don't have a cat.	Vi har ingen katt.
We don't have a dog.	Vi har ingen hund.
We got here on time.	Vi kom hit i tid.
We got here on time.	Vi hann hit i tid.
We got into a fight.	Vi hamnade i bråk.
We had a big dinner.	Vi åt en stor middag.
We had a huge fight.	Vi hade ett stort gräl.
We had a lot of fun.	Vi hade jätteroligt.
We have a job to do.	Vi har ett jobb att göra.
We have to call Tom.	Vi måste ringa Tom.
We have to find out.	Vi måste ta reda på.
We have to find out.	Vi måste få reda på det.
We have to move now.	Du måste flytta på dig nu.
We have to move now.	Du måste flytta nu.
We have to stop Tom.	Vi måste stoppa Tom.
We have to tell Tom.	Vi måste berätta för Tom.
We have to tell Tom.	Vi måste berätta det för Tom.
We have to try this.	Vi måste prova det här.
We have to work now.	Vi måste jobba nu.
We have to work now.	Vi måste arbeta nu.
We know who you are.	Vi vet vem du är.
We love you so much.	Vi älskar dig så mycket.
We must do it again.	Vi måste göra det igen.
We need to be going.	Vi måste gå.
We need to get away.	Vi måste komma bort.
We need to get help.	Vi måste få hjälp.
We need to help Tom.	Vi måste hjälpa Tom.
We need to stop Tom.	Vi måste stoppa Tom.
We need to work now.	Vi måste jobba nu.
We often play chess.	Vi spelar ofta schack.
We should get going.	Vi borde sätta igång.
We should get going.	Vi borde komma igång.
We should get going.	Vi borde ge oss av.
We traveled on foot.	Vi reste till fots.
We were almost done.	Vi var nästan färdiga.
We were almost done.	Vi var nästan klara.
We were at the park.	Vi var i parken.
We were at the park.	Vi var vid parken.
We were at the park.	Vi var på parkeringen.
We were just joking.	Vi skojade bara.
We were very hungry.	Vi var väldigt hungriga.
We'll be on our way.	Vi ska nog gå nu.
We'll do all we can.	Vi ska göra allt vi kan.
We'll do as you say.	Vi ska göra som du säger.
We'll get rid of it.	Vi ska göra oss av med den.
We'll get some more.	Vi hämtar lite till.
We'll give it a try.	Vi ska göra ett försök.
We'll keep in touch.	Vi håller kontakt.
We're both students.	Vi är båda studenter.
We're going out now.	Vi går ut nu.
We've got to go now.	Vi måste åka nu.
We've got to try it.	Vi måste prova det.
What a great dinner!	Vilken fantastisk middag!
What a terrible day!	Vilken hemsk dag!
What are my options?	Vad har jag för alternativ?
What are our orders?	Vad har du för order?
What are they up to?	Vad har de på gång?
What are you eating?	Vad äter du?
What are you having?	Vad ska du ta?
What are your plans?	Vad har du för planer?
What are your terms?	Vilka är dina villkor?
What became of them?	Vad hände med dem?
What can I tell Tom?	Vad kan jag säga till Tom?
What can you do now?	Vad kan du göra nu?
What color are they?	Vilken färg är de?
What could Tom mean?	Vad kan Tom mena?
What could be wrong?	Vad kunde vara fel?
What did Tom expect?	Vad förväntade sig Tom?
What did Tom expect?	Vad hade Tom förväntat sig?
What did Tom forget?	Vad glömde Tom?
What did Tom get me?	Vad köpte Tom till mig?
What did he look up?	Vad slog han upp?
What did that prove?	Vad bevisade det?
What did they offer?	Vad erbjöd de?
What did they offer?	Vad hade de att erbjuda?
What did they reply?	Vad svarade de?
What did they think?	Vad tyckte de?
What do I look like?	Hur ser jag ut?
What do I say first?	Vad ska jag säga först?
What do we do first?	Vad ska vi göra först?
What do we tell Tom?	Vad ska vi säga till Tom?
What do we tell Tom?	Vad säger vi till Tom?
What do you believe?	Vad tror du på?
What do you guys do?	Vad jobbar ni med?
What do you owe Tom?	Vad är du skyldig Tom?
What do you see now?	Vad ser du nu?
What do you suggest?	Vad föreslår du?
What does Tom teach?	Vad undervisar Tom i?
What does Tom teach?	Vad lär Tom ut?
What does Tom think?	Vad anser Tom?
What does Tom think?	Vad tycker Tom?
What does it matter?	Vad spelar det för roll?
What does that cost?	Vad kostar det?
What else can I say?	Vad mer kan jag säga?
What else do you do?	Vad annat gör du?
What else is needed?	Vad annat behövs?
What happened to it?	Vad hände med den?
What have you heard?	Vad har du hört?
What have you taken?	Vad har du tagit?
What if Tom says no?	Vad gör vi om Tom säger nej?
What is her problem?	Vad har hon för problem?
What is her problem?	Vad är det med henne?
What is his problem?	Vad har han för problem?
What is his problem?	Vad är det med honom?
What is in this box?	Vad finns i den här lådan?
What is its purpose?	Vad är syftet med den?
What is our problem?	Vad har vi för problem?
What is popular now?	Vad är populärt nu?
What is popular now?	Vad är inne nu?
What is popular now?	Vad är på modet nu?
What is your choice?	Vad är ditt val?
What is your choice?	Vilken har du valt?
What is your choice?	Vilken väljer du?
What lovely flowers!	Vilka vackra blommor!
What more can I ask?	Vad mer kan jag be om?
What more can I say?	Vad mer kan jag säga?
What more can we do?	Vad mer kan vi göra?
What pretty flowers!	Vilka fina blommor!
What was Tom's plan?	Vad var Toms plan?
What were you up to?	Vad hade du på gång?
What're you good at?	Vad är du bra på?
What's done is done.	Gjort är gjort.
What's going on now?	Vad är det som händer nu?
What's got into you?	Vad har tagit åt dig?
When can we move in?	När kan vi flytta in?
When can we see Tom?	När kan vi träffa Tom?
When did Tom escape?	När rymde Tom?
When do we get paid?	När får vi betalt?
When's Tom due back?	När ska Tom vara tillbaka?
Where are my things?	Var är mina saker?
Where are our seats?	Var är våra sittplatser?
Where are you going?	Vart ska du ta vägen?
Where are you today?	Var är du i dag?
Where are your kids?	Var är era barn?
Where can I find it?	Var kan jag hitta den?
Where can I wash up?	Var kan jag tvätta mig?
Where did you do it?	Var gjorde du det?
Where do you use it?	Var använder man den?
Where is the butter?	Vart är smöret?
Where is the museum?	Var ligger museet?
Where is the toilet?	Var ligger toaletten?
Where is your house?	Var ligger ditt hus?
Where shall we meet?	Var ska vi träffas?
Where shall we meet?	Var ska vi ses?
Where's my golf bag?	Var är min golfbag?
Where's the airport?	Var ligger flygplatsen?
Where's your jacket?	Var är din jacka?
Who can stop us now?	Vem kan hindra oss nu?
Who is your teacher?	Vem är din lärare?
Who used to do this?	Vem brukade göra detta?
Who used to do this?	Vem brukade göra det här?
Whose glass is this?	Vems glas är det här?
Whose idea was that?	Vems idé var det?
Whose phone is that?	Vems telefon är det där?
Whose shirt is this?	Vems skjorta är det här?
Why am I still here?	Varför är jag fortfarande här?
Why are you at home?	Varför är du hemma?
Why are you at home?	Varför är ni hemma?
Why are you in town?	Varför är du i stan?
Why are you so sure?	Varför är du så säker?
Why are you with me?	Varför är du med mig?
Why bring it up now?	Varför ta upp det nu?
Why did Tom kiss me?	Varför kysste Tom mig?
Why did we say that?	Varför sa vi det där?
Why did we say that?	Varför sa vi sådär?
Why did you give up?	Varför gav du upp?
Why did you go away?	Varför gick du din väg?
Why did you go away?	Varför åkte du iväg?
Why did you help me?	Varför hjälpte du mig?
Why did you pick me?	Varför valde du mig?
Why did you say yes?	Varför sa du ja?
Why did you sell it?	Varför sålde du den?
Why did you stop by?	Varför kom du förbi?
Why do I have to go?	Varför måste jag gå?
Why do they do that?	Varför gör de så?
Why do you ask that?	Varför frågar du det?
Why do you ask that?	Varför undrar du?
Why do you like Tom?	Varför tycker du om Tom?
Why won't Tom leave?	Varför åker inte Tom?
Why won't Tom leave?	Varför ger sig Tom inte iväg?
